Plant_ID,Date,Water_Consumption_m3,Steam_Usage_Ton,Power_Usage_MWh,Waste_Treated_m3,Boiler_Temperature_C,Turbine_Efficiency_%,Chiller_Utilization_%,CO2_Emissions_Ton,pH_Level_Water,Conductivity_uS,Cooling_Tower_Efficiency_%,Energy_Cost_USD,Maintenance_Cost_USD,Downtime_Minutes,Alarm_Count,Recycle_Water_Used_m3,External_Water_Use_m3,Ambient_Temperature_C,Humidity_%,Water_Leakage_m3,Efficiency_Index,Operator_ID
PLT001,2025-04-30 21:00:00,465.88,234.47,1057.06,279.15,468.48,79.66,79.0,49.02,7.49,276.56,77.43,12943.47,269.74,20,0.0,79.52,428.36,32.8,45.13,6.27,87.43,OP1003
PLT005,2025-04-30 22:00:00,400.52,177.61,1088.14,278.36,433.21,90.87,79.59,57.83,6.96,350.74,70.17,11676.77,552.08,68,0.0,102.37,426.5,27.63,58.02,4.15,98.68,OP1004
PLT002,2025-04-30 23:00:00,487.9,214.11,1038.22,268.1,456.28,86.99,82.94,57.89,7.28,398.33,66.24,11157.57,362.23,89,2.0,81.46,417.0,30.86,51.02,2.16,99.94,OP1004
PLT005,2025-05-01 00:00:00,524.56,208.04,966.2,276.17,439.9,80.41,71.79,59.1,7.02,601.69,83.07,10925.59,330.29,24,1.0,77.73,397.13,41.13,71.18,2.42,95.74,OP1002
PLT002,2025-05-01 01:00:00,551.29,192.27,,239.94,440.58,91.4,76.75,63.66,6.64,545.26,59.55,12467.6,412.33,102,0.0,86.51,398.32,28.24,51.09,7.52,92.95,OP1002
PLT002,2025-05-01 02:00:00,475.71,219.28,951.91,292.67,439.69,81.45,69.78,72.43,6.97,414.61,76.91,12103.41,579.33,70,2.0,114.4,453.23,31.33,57.27,1.37,95.2,OP1001
PLT001,2025-05-01 03:00:00,573.86,226.12,1003.24,249.37,440.24,69.27,78.74,47.07,6.81,507.55,72.75,11718.66,494.84,58,7.0,116.57,445.85,39.27,46.23,2.42,84.86,OP1002
PLT004,2025-05-01 04:00:00,491.6,210.78,1181.6,308.42,458.39,81.58,81.86,56.03,6.85,553.95,52.58,11485.11,540.47,43,9.0,105.07,410.21,25.31,61.98,7.62,87.43,OP1002
PLT005,2025-05-01 05:00:00,523.93,207.92,864.61,304.48,472.58,85.32,91.19,59.75,7.13,712.94,71.94,12477.21,541.64,47,0.0,115.78,360.27,40.06,38.7,4.88,81.34,OP1003
PLT003,2025-05-01 06:00:00,537.3,205.37,,310.14,476.31,92.38,74.64,58.64,7.17,277.92,66.64,14062.57,413.62,41,0.0,59.87,318.61,27.73,23.88,4.15,91.51,OP1001
PLT002,2025-05-01 07:00:00,502.67,210.54,1056.7,333.27,486.31,82.58,65.72,63.85,7.1,549.57,69.01,13076.66,564.5,12,9.0,77.54,438.84,40.27,49.68,10.82,91.87,OP1003
PLT004,2025-05-01 08:00:00,495.47,216.06,1004.08,274.64,438.68,77.76,68.97,38.94,7.29,487.82,69.23,11252.54,502.67,16,,92.94,349.74,36.02,56.63,5.32,93.15,OP1003
PLT002,2025-05-01 09:00:00,577.86,215.05,915.48,334.68,493.48,86.27,89.45,54.69,7.03,540.78,69.56,11841.74,306.04,61,6.0,120.46,385.07,36.55,21.98,9.0,89.75,OP1001
PLT004,2025-05-01 10:00:00,415.05,212.18,1073.65,210.07,452.17,82.42,77.18,59.92,6.74,533.73,70.42,14034.2,415.44,5,6.0,117.18,313.43,43.28,55.55,7.07,94.37,OP1002
PLT004,2025-05-01 11:00:00,502.12,191.17,876.3,358.79,458.15,91.53,80.97,60.17,6.89,344.08,68.46,12063.36,531.09,72,7.0,122.24,311.02,31.66,45.18,9.5,87.61,OP1001
PLT003,2025-05-01 12:00:00,408.28,220.24,1236.22,309.5,466.92,94.41,71.99,51.61,6.73,649.56,83.33,13664.24,567.01,72,3.0,116.99,394.52,29.99,48.53,3.6,83.75,OP1001
PLT004,2025-05-01 13:00:00,410.12,211.56,1097.13,336.49,448.09,74.14,71.58,56.14,7.13,402.28,57.64,12562.27,512.07,26,1.0,107.05,420.07,34.41,48.39,7.03,86.19,OP1002
PLT003,2025-05-01 14:00:00,497.34,207.8,1091.93,282.18,453.78,84.06,82.43,56.41,6.93,701.23,73.41,9984.02,414.7,16,2.0,114.68,354.06,33.81,62.13,5.88,101.92,OP1001
PLT001,2025-05-01 15:00:00,473.71,195.63,1024.25,286.0,455.37,82.23,70.44,39.04,7.22,350.7,71.32,11917.81,479.81,86,7.0,82.18,371.05,34.76,49.61,5.45,93.64,OP1002
PLT002,2025-05-01 16:00:00,603.95,219.81,1034.43,267.97,441.81,79.98,80.54,65.35,7.17,639.3,63.71,10975.27,431.88,59,6.0,108.66,452.92,31.49,75.03,3.99,77.01,OP1001
PLT003,2025-05-01 17:00:00,487.33,159.23,960.28,326.93,451.32,87.72,86.17,44.54,6.72,336.34,75.71,10401.61,422.21,116,7.0,104.04,366.89,31.18,37.79,3.85,96.76,OP1003
PLT002,2025-05-01 18:00:00,556.76,198.91,1041.64,313.7,438.26,93.58,82.72,,6.92,473.9,72.73,13837.05,570.03,53,8.0,104.24,378.6,28.23,53.58,5.33,89.55,OP1004
PLT005,2025-05-01 19:00:00,502.58,192.25,1033.5,287.64,448.71,86.83,80.53,59.44,6.98,672.44,71.71,11062.15,594.13,56,9.0,122.81,404.45,30.25,54.85,3.54,92.24,OP1003
PLT001,2025-05-01 20:00:00,439.92,190.51,1133.24,326.89,472.09,87.2,72.29,46.32,6.93,427.36,78.88,10671.87,686.07,97,4.0,70.89,422.07,35.83,53.29,3.5,93.21,OP1001
PLT005,2025-05-01 21:00:00,411.87,194.78,994.32,252.65,471.32,78.42,92.94,42.37,6.81,529.06,67.56,10885.26,402.11,95,8.0,112.5,419.21,31.68,34.2,4.68,85.76,OP1004
PLT005,2025-05-01 22:00:00,431.81,179.37,1025.39,284.34,419.7,82.73,82.65,57.43,7.01,474.99,54.31,9553.7,485.62,74,2.0,89.0,458.96,29.38,55.92,6.39,90.05,OP1002
PLT004,2025-05-01 23:00:00,516.4,193.11,885.44,255.51,455.4,87.67,71.24,49.27,7.03,445.79,77.34,9804.57,555.24,76,3.0,78.27,456.55,31.23,53.59,2.38,85.41,OP1004
PLT004,2025-05-02 00:00:00,579.86,,1093.63,342.61,451.64,93.98,57.72,60.14,6.88,545.15,77.11,10873.57,427.96,119,8.0,129.67,325.48,27.44,58.37,6.41,97.62,OP1001
PLT005,2025-05-02 01:00:00,454.32,208.29,1012.21,293.77,438.71,92.82,88.95,54.6,7.15,416.18,75.4,11804.61,585.8,101,5.0,152.88,383.51,26.86,52.25,6.17,95.24,OP1004
PLT004,2025-05-02 02:00:00,541.89,218.84,1042.03,317.82,440.39,87.94,61.57,63.91,7.38,425.56,53.54,10965.65,556.12,54,2.0,104.55,401.37,35.87,46.54,6.7,80.3,OP1001
PLT002,2025-05-02 03:00:00,490.91,221.03,1070.6,334.89,445.54,79.63,55.87,42.1,6.69,612.91,68.37,12564.16,657.55,71,5.0,103.55,511.11,35.2,52.29,4.25,83.58,OP1001
PLT004,2025-05-02 04:00:00,446.76,210.97,1045.94,337.13,458.3,84.84,66.27,66.67,6.63,507.72,74.54,10233.63,550.94,56,0.0,121.97,329.76,44.67,56.12,6.26,79.28,OP1002
PLT005,2025-05-02 05:00:00,517.73,188.78,951.31,287.54,441.16,81.81,67.51,42.7,7.01,346.35,79.92,13363.94,520.41,66,3.0,106.52,381.07,36.03,55.22,9.44,95.62,OP1004
PLT004,2025-05-02 06:00:00,579.57,177.89,1118.35,299.84,458.96,84.72,70.43,43.55,6.57,494.38,71.65,13530.06,332.74,83,5.0,101.03,402.5,31.75,34.69,1.47,92.64,OP1002
PLT004,2025-05-02 07:00:00,496.23,186.98,1042.71,331.04,460.26,89.26,75.6,55.53,7.68,388.78,68.09,8907.88,445.62,85,0.0,94.3,463.94,35.2,47.66,5.38,89.96,OP1001
PLT003,2025-05-02 08:00:00,541.48,193.66,992.0,268.91,453.87,81.36,86.97,40.76,6.93,398.0,65.76,14548.94,561.77,94,7.0,121.69,429.23,39.98,43.63,6.2,81.42,OP1003
PLT003,2025-05-02 09:00:00,515.43,187.39,1070.29,278.94,448.0,85.52,74.25,47.71,6.95,498.86,62.73,11349.29,586.9,15,4.0,93.95,380.29,31.59,54.65,4.63,99.72,OP1001
PLT005,2025-05-02 10:00:00,515.52,248.58,1050.13,295.63,448.55,81.3,65.77,54.3,6.64,343.06,87.86,11167.59,408.01,46,6.0,112.48,450.16,34.73,34.89,7.28,89.48,OP1003
PLT002,2025-05-02 11:00:00,459.84,214.1,958.63,305.72,450.49,89.12,87.73,33.96,7.15,368.29,68.52,10208.9,82.69,66,6.0,76.05,358.39,21.77,53.6,2.99,86.14,OP1001
PLT001,2025-05-02 12:00:00,524.54,211.58,1107.04,326.62,468.88,86.42,78.31,,6.72,471.3,68.16,11704.23,611.39,89,8.0,141.99,455.88,30.19,57.09,3.79,90.3,OP1001
PLT001,2025-05-02 13:00:00,426.91,206.22,1106.83,329.45,449.29,87.71,64.2,66.31,7.25,554.69,73.98,13539.42,292.91,15,6.0,81.14,433.84,37.05,26.38,4.97,84.52,OP1004
PLT005,2025-05-02 14:00:00,518.07,,766.22,268.37,452.38,90.73,68.76,58.16,7.29,461.35,90.04,12321.31,535.51,86,3.0,102.88,405.16,33.26,39.38,4.85,94.72,OP1004
PLT002,2025-05-02 15:00:00,568.63,202.75,886.13,284.38,440.57,84.22,74.31,56.94,6.99,552.5,60.17,12867.47,360.12,17,4.0,84.25,374.99,32.21,60.02,6.3,89.72,OP1001
PLT002,2025-05-02 16:00:00,590.2,213.94,859.81,278.31,434.59,79.27,63.32,34.26,6.93,502.3,75.51,9311.22,495.2,101,8.0,105.83,357.49,35.62,48.9,7.55,99.51,OP1002
PLT002,2025-05-02 17:00:00,447.89,219.29,849.35,284.07,440.77,89.23,73.38,60.11,6.92,443.1,72.41,12162.08,238.01,104,1.0,90.07,388.3,33.96,51.2,4.0,87.91,OP1003
PLT003,2025-05-02 18:00:00,522.09,205.94,1111.45,286.41,471.53,87.24,77.19,50.86,7.14,360.46,69.13,12397.86,663.14,8,5.0,81.9,371.31,33.67,57.14,6.3,90.58,OP1004
PLT005,2025-05-02 19:00:00,464.74,215.26,913.7,279.07,452.07,83.61,69.44,46.07,7.14,388.94,61.77,11943.69,538.63,53,5.0,92.84,458.1,31.1,50.68,6.69,96.67,OP1002
PLT001,2025-05-02 20:00:00,507.03,190.4,1095.59,257.16,441.05,85.37,74.81,32.47,6.71,469.23,73.74,11428.56,442.7,22,2.0,101.8,368.81,36.82,20.93,5.72,79.53,OP1002
PLT002,2025-05-02 21:00:00,596.11,168.58,1043.23,328.87,457.65,82.24,75.44,48.81,7.11,534.28,65.21,11722.31,471.2,36,7.0,116.82,409.17,42.25,30.7,3.45,92.79,OP1001
PLT005,2025-05-02 22:00:00,543.89,226.3,1027.2,330.58,430.5,86.28,76.93,61.42,7.5,465.33,74.79,12793.98,579.07,72,1.0,115.62,412.77,36.01,60.32,6.71,100.78,OP1004
PLT001,2025-05-02 23:00:00,467.38,188.1,944.55,225.79,430.49,81.97,75.48,43.02,6.79,654.44,66.42,10917.62,444.41,35,9.0,113.76,417.09,36.69,53.6,6.28,83.67,OP1002
PLT003,2025-05-03 00:00:00,464.56,188.02,919.48,309.81,449.77,85.01,85.75,63.09,6.72,350.19,64.88,11259.05,571.43,118,7.0,59.22,384.51,40.15,67.43,4.83,84.89,OP1001
PLT004,2025-05-03 01:00:00,500.85,182.44,920.52,384.86,469.73,82.06,78.45,58.17,6.91,469.06,79.17,13313.24,583.82,113,3.0,96.6,492.63,31.23,59.75,3.96,89.69,OP1001
PLT001,2025-05-03 02:00:00,504.25,206.17,1060.37,314.09,467.92,88.73,77.85,53.16,7.15,380.86,72.85,13815.22,316.86,47,3.0,76.73,440.68,39.63,64.45,6.47,84.35,OP1001
PLT001,2025-05-03 03:00:00,506.64,189.23,1031.45,347.04,442.67,86.22,79.77,60.02,6.85,474.45,66.24,9359.38,440.97,18,0.0,58.58,511.37,41.44,66.4,4.98,96.92,OP1003
PLT001,2025-05-03 04:00:00,425.54,229.76,708.9,335.59,445.17,83.31,84.08,51.28,6.73,518.52,66.69,14057.84,501.05,58,7.0,76.89,311.28,31.88,51.26,0.81,92.97,OP1004
PLT004,2025-05-03 05:00:00,599.96,229.23,1135.38,264.69,460.72,85.53,48.18,62.28,7.09,520.65,70.63,9813.98,536.79,95,0.0,110.84,478.34,36.14,48.72,7.1,91.58,OP1004
PLT002,2025-05-03 06:00:00,604.89,207.76,973.97,317.72,450.36,77.79,71.64,56.01,6.67,524.08,82.7,13006.01,480.22,53,7.0,73.75,418.18,30.65,55.24,5.26,82.33,OP1002
PLT004,2025-05-03 07:00:00,523.97,186.02,1012.14,237.28,454.94,78.07,69.39,60.77,6.98,560.15,62.39,11813.04,508.96,19,2.0,89.96,367.92,26.42,59.13,4.4,98.89,OP1001
PLT001,2025-05-03 08:00:00,456.49,237.19,1076.85,292.88,447.4,82.48,71.19,50.64,6.74,561.79,54.65,11231.85,412.96,81,1.0,111.63,383.08,28.3,40.33,3.77,88.51,OP1003
PLT003,2025-05-03 09:00:00,468.65,223.09,882.44,298.66,441.52,81.1,58.35,40.05,7.2,336.27,73.09,13687.62,550.65,114,3.0,111.44,456.14,43.89,34.74,6.61,82.08,OP1001
PLT001,2025-05-03 10:00:00,452.9,186.68,850.95,377.28,469.2,80.01,67.11,57.71,6.91,587.36,73.16,12307.63,485.65,54,3.0,100.72,425.4,37.31,41.4,5.53,86.72,OP1003
PLT003,2025-05-03 11:00:00,448.39,208.47,912.8,318.46,452.6,77.66,79.94,48.99,7.03,513.1,54.6,11608.0,641.14,67,,112.99,377.26,36.05,36.95,3.11,91.33,OP1001
PLT005,2025-05-03 12:00:00,468.3,205.75,1119.49,269.24,436.26,83.78,82.65,40.36,6.84,554.09,67.11,10594.45,280.64,69,5.0,108.17,349.75,32.27,53.98,4.53,87.74,OP1001
PLT003,2025-05-03 13:00:00,521.12,211.78,1001.47,320.44,459.57,83.0,76.78,38.41,6.72,465.87,67.43,13556.43,515.3,115,7.0,123.44,482.14,26.6,32.75,4.81,101.72,OP1004
PLT001,2025-05-03 14:00:00,506.42,202.96,1109.57,321.8,436.78,80.14,63.54,51.23,6.49,286.1,75.13,11520.27,410.68,93,8.0,68.9,393.96,30.69,55.78,5.47,93.53,OP1001
PLT004,2025-05-03 15:00:00,576.21,200.46,753.4,303.38,447.49,84.96,59.68,66.72,6.88,489.76,62.14,11585.04,447.6,87,5.0,88.87,456.5,36.45,56.92,3.44,83.82,OP1004
PLT001,2025-05-03 16:00:00,423.84,258.77,980.65,317.46,462.97,89.62,79.31,48.5,7.3,524.62,64.64,13431.21,379.45,39,7.0,128.68,406.04,26.98,41.91,6.9,99.66,OP1001
PLT001,2025-05-03 17:00:00,455.96,211.95,880.43,362.17,438.17,79.0,65.6,48.99,7.53,668.07,66.98,11550.27,229.25,80,4.0,109.98,393.11,36.13,49.41,3.38,91.06,OP1001
PLT005,2025-05-03 18:00:00,399.99,187.02,1103.41,292.29,439.44,90.84,91.19,65.21,6.61,485.17,83.07,8516.29,503.3,73,9.0,29.04,402.18,28.99,40.11,2.4,94.54,OP1002
PLT002,2025-05-03 19:00:00,507.23,192.25,956.19,309.58,479.89,76.15,77.74,66.74,7.16,392.58,71.64,12622.69,425.85,50,2.0,107.88,412.87,33.36,59.97,3.28,91.53,OP1001
PLT001,2025-05-03 20:00:00,580.03,,892.79,333.17,443.58,85.07,80.43,54.46,7.17,447.4,70.37,12400.37,553.64,16,9.0,120.58,403.4,28.91,71.35,4.61,86.85,OP1004
PLT005,2025-05-03 21:00:00,476.38,194.37,965.92,274.58,437.92,90.43,68.4,48.33,7.8,392.76,77.21,13589.4,489.45,10,6.0,117.47,464.17,44.25,42.05,0.41,94.37,OP1001
PLT004,2025-05-03 22:00:00,568.27,182.54,828.4,333.28,461.61,89.24,80.14,53.81,7.09,466.12,66.83,10853.08,656.42,95,6.0,116.54,319.99,41.27,55.43,6.33,89.18,OP1001
PLT005,2025-05-03 23:00:00,534.69,202.44,1002.67,284.56,446.19,86.56,81.38,55.96,6.92,656.46,70.69,10066.46,397.04,42,6.0,70.44,423.82,33.06,36.6,6.96,92.65,OP1002
PLT005,2025-05-04 00:00:00,543.34,197.69,881.84,293.78,486.99,87.65,63.95,46.9,6.79,570.82,66.09,14108.11,464.98,80,1.0,89.64,404.68,34.33,41.48,5.83,85.52,OP1002
PLT003,2025-05-04 01:00:00,529.3,229.47,886.26,297.96,442.49,85.36,62.05,61.2,6.7,562.62,53.34,13826.83,650.46,117,4.0,104.33,478.71,30.1,25.97,2.22,83.07,OP1004
PLT002,2025-05-04 02:00:00,590.16,233.29,997.36,247.29,448.86,84.25,87.37,61.17,6.8,537.13,67.83,12850.37,310.32,112,0.0,94.68,519.48,34.97,42.23,2.79,89.11,OP1001
PLT002,2025-05-04 03:00:00,489.99,195.65,783.08,317.32,460.26,81.77,81.67,46.2,6.88,576.3,65.08,11814.12,281.46,19,1.0,117.15,405.02,43.41,68.14,7.16,93.55,OP1001
PLT004,2025-05-04 04:00:00,534.34,218.17,962.48,359.72,437.4,82.39,72.36,,6.77,357.18,70.33,11210.0,288.94,27,2.0,79.43,323.79,36.8,33.4,4.45,87.83,OP1003
PLT005,2025-05-04 05:00:00,592.27,199.02,942.37,288.93,452.58,87.08,86.88,54.03,7.5,465.55,74.13,9144.52,538.15,92,7.0,102.84,454.61,30.96,55.17,4.44,95.1,OP1001
PLT004,2025-05-04 06:00:00,448.83,185.56,1131.97,352.56,453.58,82.32,72.54,69.76,6.97,481.66,75.22,11437.69,640.18,73,,98.65,378.21,39.72,31.84,3.9,94.48,OP1004
PLT004,2025-05-04 07:00:00,489.24,237.58,1068.29,209.16,434.37,83.37,63.71,64.75,6.74,374.85,63.85,9983.5,539.46,85,8.0,103.41,441.42,40.74,57.21,5.82,86.8,OP1003
PLT002,2025-05-04 08:00:00,528.74,240.82,918.6,336.47,446.36,88.48,66.37,67.88,6.73,517.35,65.22,10808.1,643.29,42,9.0,94.72,258.27,37.93,55.02,7.54,83.9,OP1004
PLT002,2025-05-04 09:00:00,457.06,208.86,912.37,250.14,444.61,82.17,84.02,32.82,7.46,571.0,59.12,9381.01,596.56,78,7.0,104.54,387.28,44.43,45.76,5.27,88.18,OP1001
PLT002,2025-05-04 10:00:00,454.96,189.34,1038.69,331.49,446.17,84.53,65.06,70.33,7.18,453.48,70.79,12703.12,546.84,113,7.0,122.34,368.86,44.35,53.5,4.58,82.61,OP1001
PLT001,2025-05-04 11:00:00,601.5,182.32,998.23,257.76,443.68,83.88,71.58,47.6,6.53,230.0,75.48,11841.11,603.28,111,1.0,74.09,562.27,34.03,35.88,2.8,84.76,OP1004
PLT005,2025-05-04 12:00:00,459.4,215.18,1133.09,351.26,441.75,85.2,75.89,47.05,6.89,641.78,67.05,9244.16,394.78,97,8.0,49.83,322.5,24.83,48.65,2.46,89.31,OP1003
PLT004,2025-05-04 13:00:00,481.68,228.63,1021.31,249.52,473.34,78.01,75.89,46.91,7.41,290.65,54.02,11547.21,431.88,54,4.0,100.74,416.37,25.68,31.85,0.67,90.61,OP1004
PLT005,2025-05-04 14:00:00,510.8,205.05,1022.13,331.82,467.55,84.3,76.38,48.27,7.17,431.17,59.2,11191.09,330.54,6,8.0,106.47,422.66,35.44,50.2,5.61,88.09,OP1002
PLT004,2025-05-04 15:00:00,521.44,224.18,1067.67,287.61,460.89,87.0,59.23,63.78,7.07,781.68,69.57,15193.31,401.56,14,9.0,107.06,422.46,33.88,52.65,6.82,87.43,OP1001
PLT004,2025-05-04 16:00:00,472.74,198.04,1158.83,286.3,460.68,85.09,78.84,67.97,6.92,475.96,73.42,8816.32,498.94,33,6.0,105.48,428.33,33.61,46.2,6.74,92.18,OP1001
PLT004,2025-05-04 17:00:00,489.6,191.18,1011.5,294.91,445.34,83.21,81.26,67.12,7.09,524.21,71.88,12027.49,494.47,13,8.0,88.39,396.31,43.19,42.03,3.6,92.47,OP1003
PLT004,2025-05-04 18:00:00,449.91,207.56,1078.14,294.7,446.19,84.3,67.52,61.88,7.17,591.44,77.27,12180.89,482.4,65,3.0,109.44,333.95,43.62,42.35,3.72,87.48,OP1004
PLT003,2025-05-04 19:00:00,472.31,162.27,995.51,327.49,465.88,80.03,58.12,59.33,6.7,493.46,72.92,10646.95,426.41,21,2.0,110.88,381.55,35.77,47.76,0.14,92.99,OP1002
PLT003,2025-05-04 20:00:00,534.77,192.81,925.24,308.68,442.43,92.91,75.83,45.73,6.99,602.37,82.81,14281.26,423.19,110,3.0,113.67,469.13,42.06,65.14,2.84,90.38,OP1004
PLT001,2025-05-04 21:00:00,545.32,218.95,1067.32,310.53,465.12,95.5,85.39,64.62,7.27,385.34,67.19,11715.4,459.74,106,8.0,99.54,390.53,31.01,45.58,6.32,86.18,OP1001
PLT002,2025-05-04 22:00:00,550.91,,936.09,317.56,460.26,86.05,68.06,53.07,7.33,628.09,62.95,12530.65,622.57,103,4.0,73.45,505.31,30.37,38.09,1.78,93.59,OP1003
PLT004,2025-05-04 23:00:00,499.76,176.92,881.13,242.64,423.34,87.32,82.93,50.88,6.73,668.01,74.47,10717.52,487.86,12,2.0,130.3,436.18,24.42,56.04,5.37,85.53,OP1004
PLT005,2025-05-05 00:00:00,490.16,199.96,958.01,367.12,449.36,81.87,48.57,49.33,6.94,624.13,65.66,13871.11,405.56,68,9.0,134.71,373.37,25.84,40.73,5.79,95.67,OP1001
PLT003,2025-05-05 01:00:00,434.61,178.79,1057.56,292.27,416.13,94.04,87.53,56.53,7.05,419.51,63.13,12845.45,544.96,116,1.0,74.92,448.9,34.18,55.87,5.69,98.5,OP1004
PLT002,2025-05-05 02:00:00,482.21,193.15,993.09,290.43,444.56,79.4,86.44,51.76,6.58,503.9,63.87,10305.85,554.14,21,9.0,99.52,360.52,37.67,52.21,7.97,85.83,OP1002
PLT001,2025-05-05 03:00:00,508.67,161.97,1130.98,294.98,428.62,86.23,84.8,43.35,6.99,542.51,74.08,8661.43,377.71,5,1.0,103.08,335.2,32.04,60.86,9.68,95.37,OP1003
PLT002,2025-05-05 04:00:00,554.41,215.49,1093.73,312.33,429.67,90.49,66.64,51.61,7.13,584.99,70.21,12228.43,526.33,32,0.0,103.65,434.65,29.28,63.6,4.67,86.51,OP1002
PLT004,2025-05-05 05:00:00,403.34,224.56,1236.64,352.89,468.92,93.07,72.14,50.22,7.05,679.36,59.01,12360.08,784.35,99,8.0,98.6,403.24,33.36,52.4,7.53,94.67,OP1001
PLT002,2025-05-05 06:00:00,483.16,172.32,988.5,340.19,435.3,81.46,92.17,34.93,7.28,447.79,74.09,14174.04,546.78,41,3.0,115.21,448.26,40.85,54.83,0.9,91.29,OP1003
PLT004,2025-05-05 07:00:00,386.71,206.96,1062.36,320.89,431.63,86.71,84.74,46.65,7.24,404.82,69.56,11142.95,583.04,7,1.0,64.45,454.99,27.39,38.61,5.93,91.14,OP1001
PLT003,2025-05-05 08:00:00,419.81,198.69,1153.42,277.23,436.77,80.8,61.13,39.78,7.21,160.21,74.68,12669.36,486.39,104,5.0,108.77,356.2,34.29,46.49,5.16,89.21,OP1001
PLT003,2025-05-05 09:00:00,565.87,211.93,851.47,292.0,442.69,81.02,72.97,42.34,7.11,483.16,63.35,11356.75,625.38,26,4.0,89.35,457.06,34.14,43.8,4.41,95.64,OP1002
PLT004,2025-05-05 10:00:00,434.91,232.18,1143.75,286.02,460.7,82.28,88.98,46.03,6.89,389.23,49.35,11614.3,540.72,22,7.0,101.1,329.46,36.3,39.68,3.54,91.12,OP1001
PLT005,2025-05-05 11:00:00,505.4,179.83,841.93,278.96,428.43,93.41,71.95,29.7,7.02,481.19,79.39,14365.98,456.22,94,1.0,92.96,521.67,37.64,48.31,5.98,86.12,OP1004
PLT003,2025-05-05 12:00:00,551.31,227.87,1145.28,385.16,461.37,87.72,69.16,53.75,7.31,465.13,69.72,13669.93,489.67,35,6.0,83.31,289.27,36.68,81.38,-1.33,93.14,OP1004
PLT005,2025-05-05 13:00:00,476.6,236.5,1038.23,329.72,423.75,81.63,63.6,66.6,6.81,373.57,61.79,10366.42,559.85,101,0.0,106.65,375.7,37.75,54.43,5.2,88.64,OP1004
PLT004,2025-05-05 14:00:00,438.79,168.01,986.73,284.4,445.33,88.66,69.95,41.37,6.52,637.18,54.59,13012.79,481.47,107,1.0,81.74,460.43,43.01,46.24,7.63,86.64,OP1004
PLT004,2025-05-05 15:00:00,505.96,222.48,895.7,302.89,447.8,81.46,89.22,35.99,6.76,460.08,72.57,13143.92,595.86,46,6.0,94.72,379.56,31.16,45.66,7.82,90.76,OP1004
PLT003,2025-05-05 16:00:00,577.99,185.52,869.92,351.63,451.18,83.23,61.08,,7.7,480.43,65.58,13444.09,709.81,108,9.0,86.11,394.11,34.99,71.29,3.81,97.24,OP1001
PLT005,2025-05-05 17:00:00,549.64,215.48,967.35,235.34,432.19,93.97,78.44,58.03,6.79,516.26,62.96,12959.69,565.12,37,3.0,68.21,393.3,32.76,47.62,4.16,82.15,OP1002
PLT004,2025-05-05 18:00:00,487.58,187.01,952.78,273.87,448.38,96.45,71.16,43.63,6.92,409.08,76.51,12816.84,533.85,70,5.0,111.77,406.06,30.55,53.59,3.51,90.99,OP1002
PLT003,2025-05-05 19:00:00,472.15,191.66,927.98,281.14,425.16,80.52,83.02,40.43,7.01,559.86,66.29,15249.12,556.54,35,0.0,86.75,280.57,33.87,59.84,1.12,94.94,OP1001
PLT004,2025-05-05 20:00:00,557.82,189.73,955.83,265.94,449.16,90.41,61.03,52.08,7.44,502.56,77.0,14973.49,398.58,18,6.0,93.43,389.9,33.43,51.58,4.85,86.87,OP1001
PLT002,2025-05-05 21:00:00,426.93,183.46,1080.53,291.1,470.33,89.63,73.33,45.11,7.33,452.29,90.42,12020.98,637.11,98,4.0,107.75,407.52,45.39,64.33,4.47,93.86,OP1002
PLT002,2025-05-05 22:00:00,546.85,217.68,1162.95,313.47,443.27,89.12,72.02,38.98,6.63,464.92,78.93,12971.79,398.46,26,5.0,107.68,399.12,33.05,38.94,3.87,96.65,OP1001
PLT003,2025-05-05 23:00:00,473.47,212.37,960.18,300.06,441.32,81.21,60.98,49.52,6.8,556.31,67.23,12990.06,561.82,66,2.0,108.98,355.34,37.28,45.78,2.53,90.0,OP1003
PLT004,2025-05-06 00:00:00,425.64,212.87,1007.77,272.13,452.01,91.44,68.03,53.06,7.15,615.73,65.22,12111.99,515.05,104,7.0,119.17,367.26,35.91,49.29,2.56,87.42,OP1002
PLT003,2025-05-06 01:00:00,411.67,195.34,893.0,282.91,439.81,82.23,75.99,58.88,6.41,376.94,75.52,14211.52,467.29,55,8.0,123.52,441.34,28.93,40.67,5.27,93.24,OP1002
PLT001,2025-05-06 02:00:00,581.76,197.35,967.02,255.73,468.76,86.22,74.18,48.21,7.22,514.74,67.33,14756.13,487.76,50,1.0,76.84,439.97,35.76,57.71,6.16,91.37,OP1004
PLT003,2025-05-06 03:00:00,489.94,210.19,933.85,304.16,426.96,88.26,66.17,30.82,6.21,593.61,72.26,12432.1,450.58,51,4.0,107.4,351.89,40.56,56.33,4.17,86.33,OP1002
PLT003,2025-05-06 04:00:00,455.29,186.54,1078.79,241.46,468.16,81.9,85.03,59.31,7.55,463.5,63.98,12900.95,509.55,28,9.0,120.68,474.67,32.52,45.49,5.45,84.52,OP1002
PLT002,2025-05-06 05:00:00,497.81,192.87,909.97,273.43,429.4,83.22,83.12,45.76,6.99,465.12,76.95,11954.81,556.07,77,5.0,106.94,337.37,29.3,48.89,3.98,93.91,OP1004
